Mina, Sirmons, Robertson, False, 2021043891, msirmons3891@estudianteclvz.cr, (25, 84, 48, 54.9, 54.9) 
Daniel, González, Mora, False, 2023047127, dgonza�lez7127@estudianteclvz.cr, (47, 33, 6, 25.7, 25.7)
Lucía, Torres, Flores, False, 2023053786, ltorres3786@estudianteclvz.cr, (83, 84, 76, 80.5, 80.5)
Daniel, Flores, Navarro, False, 2020028472, dflores8472@estudianteclvz.cr, (84, 84, 57, 73.2, 73.2)
Carlos, Rodríguez, Sánchez, True, 2020046490, crodra�guez6490@estudianteclvz.cr, (85, 91, 100, 93.1, 93.1)
Lucía, Chaves, Castro, False, 2022032625, lchaves2625@estudianteclvz.cr, (5, 45, 47, 35.8, 35.8)
Carlos, Castro, Rojas, False, 2022065795, ccastro5795@estudianteclvz.cr, (72, 81, 94, 83.9, 83.9)
Ana, Rodríguez, Pérez, True, 2024020445, arodra�guez0445@estudianteclvz.cr, (19, 22, 14, 18.1, 18.1)
Luis, González, Pérez, True, 2025044970, lgonza�lez4970@estudianteclvz.cr, (19, 54, 50, 43.6, 43.6)
Daniel, Acosta, Ramírez, True, 2022016555, dacosta6555@estudianteclvz.cr, (99, 90, 1, 56.6, 56.6)
Daniel, Chaves, Flores, True, 2024059742, dchaves9742@estudianteclvz.cr, (93, 33, 43, 52.0, 52.0)
Valeria, Gómez, Ramírez, False, 2024052380, vga�mez2380@estudianteclvz.cr, (86, 60, 7, 45.3, 45.3)
Paula, Solano, Ramírez, True, 2024050643, psolano0643@estudianteclvz.cr, (27, 95, 44, 57.6, 57.6)
María, Navarro, Sánchez, True, 2022042808, mnavarro2808@estudianteclvz.cr, (52, 38, 36, 40.7, 40.7)
Luis, Rodríguez, Chaves, True, 2024064895, lrodra�guez4895@estudianteclvz.cr, (85, 94, 58, 77.3, 77.3)
Fernando, Rojas, Rivera, False, 2025067864, frojas7864@estudianteclvz.cr, (51, 68, 83, 69.8, 69.8)
Manuel, Solano, Rivera, True, 2023021397, msolano1397@estudianteclvz.cr, (82, 40, 89, 70.1, 70.1)
José, Ramírez, Martínez, True, 2020050964, jrama�rez0964@estudianteclvz.cr, (76, 82, 15, 53.7, 53.7)
Ana, Mora, Acosta, True, 2023028775, amora8775@estudianteclvz.cr, (26, 65, 69, 56.9, 56.9)
Manuel, Solano, Gómez, True, 2021062556, msolano2556@estudianteclvz.cr, (37, 47, 16, 32.1, 32.1)
Valeria, Rojas, Acosta, True, 2020062667, vrojas2667@estudianteclvz.cr, (77, 48, 56, 58.5, 58.5)
Paula, Rojas, Ramírez, True, 2024020667, projas0667@estudianteclvz.cr, (86, 71, 57, 69.1, 69.1)
Gabriela, Martínez, Acosta, False, 2022043893, gmarta�nez3893@estudianteclvz.cr, (83, 83, 27, 60.6, 60.6)
Lucía, Morales, Rivera, False, 2022060774, lmorales0774@estudianteclvz.cr, (74, 50, 82, 68.8, 68.8)
Fernando, González, Ramírez, True, 2025025354, fgonza�lez5354@estudianteclvz.cr, (71, 51, 79, 67.2, 67.2)
Miguel, Sánchez, González, True, 2024049124, msa�nchez9124@estudianteclvz.cr, (58, 29, 69, 52.2, 52.2)
Manuel, Navarro, Morales, True, 2020058845, mnavarro8845@estudianteclvz.cr, (63, 22, 85, 57.5, 57.5)
Pedro, Solano, Ramírez, True, 2023026587, psolano6587@estudianteclvz.cr, (69, 9, 32, 33.2, 33.2)
Pedro, Vargas, Martínez, False, 2023063484, pvargas3484@estudianteclvz.cr, (96, 22, 6, 34.1, 34.1)
Elena, Ramírez, Navarro, False, 2024025921, erama�rez5921@estudianteclvz.cr, (17, 41, 16, 25.0, 25.0)
Valeria, Torres, Sánchez, True, 2025036682, vtorres6682@estudianteclvz.cr, (50, 5, 40, 30.2, 30.2)
José, Chaves, Torres, True, 2024028925, jchaves8925@estudianteclvz.cr, (80, 100, 20, 63.0, 63.0)
Sofía, Ramírez, Martínez, False, 2025031604, srama�rez1604@estudianteclvz.cr, (35, 100, 38, 59.0, 59.0)
Elena, Castro, Sánchez, False, 2024055313, ecastro5313@estudianteclvz.cr, (34, 48, 82, 58.1, 58.1)
Ana, Mora, Navarro, False, 2020051994, amora1994@estudianteclvz.cr, (52, 95, 80, 78.2, 78.2)
Carlos, Rojas, Rodríguez, False, 2023057965, crojas7965@estudianteclvz.cr, (50, 15, 75, 47.8, 47.8)
Jorge, Chaves, Navarro, False, 2024018181, jchaves8181@estudianteclvz.cr, (84, 15, 6, 28.6, 28.6)
Fernando, Sánchez, Castro, False, 2025040849, fsa�nchez0849@estudianteclvz.cr, (59, 100, 77, 80.5, 80.5)
María, Solano, Díaz, True, 2025066938, msolano6938@estudianteclvz.cr, (95, 9, 53, 48.1, 48.1)
Luis, Castro, Rivera, True, 2023056224, lcastro6224@estudianteclvz.cr, (1, 99, 99, 74.5, 74.5)
Elena, Martínez, Martínez, True, 2025030971, emarta�nez0971@estudianteclvz.cr, (3, 3, 27, 12.6, 12.6)
Gabriela, Chaves, Solano, True, 2020059609, gchaves9609@estudianteclvz.cr, (37, 15, 61, 38.9, 38.9)
Lucía, Rodríguez, Mora, True, 2024033135, lrodra�guez3135@estudianteclvz.cr, (12, 27, 86, 46.8, 46.8)
Elena, Rojas, Torres, False, 2020057911, erojas7911@estudianteclvz.cr, (3, 64, 61, 47.5, 47.5)
Sofía, Chaves, Castro, True, 2020036209, schaves6209@estudianteclvz.cr, (10, 61, 30, 35.8, 35.8)
José, Martínez, Solano, False, 2020049477, jmarta�nez9477@estudianteclvz.cr, (16, 63, 76, 56.5, 56.5)
Daniel, Rivera, Rodríguez, False, 2021019881, drivera9881@estudianteclvz.cr, (52, 62, 58, 57.9, 57.9)
Fernando, Flores, Vargas, True, 2020026283, fflores6283@estudianteclvz.cr, (95, 73, 92, 86.1, 86.1)
Fernando, Ramírez, Flores, False, 2022051167, frama�rez1167@estudianteclvz.cr, (56, 45, 68, 57.0, 57.0)
Carlos, Torres, Rojas, False, 2022022013, ctorres2013@estudianteclvz.cr, (96, 14, 59, 52.5, 52.5)
Gabriela, Martínez, Ramírez, True, 2024019084, gmarta�nez9084@estudianteclvz.cr, (75, 47, 79, 66.8, 66.8)
Ana, Rojas, Acosta, True, 2021067367, arojas7367@estudianteclvz.cr, (66, 88, 80, 79.3, 79.3)
Laura, Navarro, Rojas, True, 2020060319, lnavarro0319@estudianteclvz.cr, (56, 30, 74, 54.1, 54.1)
Manuel, Díaz, Solano, True, 2025015553, mda�az5553@estudianteclvz.cr, (56, 58, 71, 62.7, 62.7)
Valeria, Castro, Rojas, False, 2022017261, vcastro7261@estudianteclvz.cr, (73, 32, 77, 60.2, 60.2)
Carlos, Rivera, Díaz, False, 2022021044, crivera1044@estudianteclvz.cr, (17, 12, 89, 44.0, 44.0)
Jorge, Flores, Vargas, True, 2025043169, jflores3169@estudianteclvz.cr, (35, 33, 89, 55.9, 55.9)
Luis, Pérez, Rojas, True, 2024018056, lpa�rez8056@estudianteclvz.cr, (66, 48, 75, 63.3, 63.3)
Ana, Rivera, Flores, False, 2025058103, arivera8103@estudianteclvz.cr, (35, 40, 82, 55.6, 55.6)
Fernando, Vargas, Ramírez, True, 2023021281, fvargas1281@estudianteclvz.cr, (9, 92, 32, 47.2, 47.2)
Lucía, Díaz, Pérez, True, 2021044707, lda�az4707@estudianteclvz.cr, (15, 61, 29, 36.7, 36.7)
Gabriela, Castro, Gómez, True, 2021025199, gcastro5199@estudianteclvz.cr, (95, 37, 8, 39.9, 39.9)
Fernando, Rivera, Flores, True, 2025029688, frivera9688@estudianteclvz.cr, (69, 69, 59, 65.0, 65.0)
Manuel, Rodríguez, Morales, True, 2022022461, mrodra�guez2461@estudianteclvz.cr, (82, 14, 21, 33.8, 33.8)
María, Gómez, Solano, False, 2020035359, mga�mez5359@estudianteclvz.cr, (82, 78, 40, 63.8, 63.8)
Lucía, Rojas, Torres, True, 2021040784, lrojas0784@estudianteclvz.cr, (55, 10, 88, 52.5, 52.5)
Laura, Mora, Navarro, False, 2022040514, lmora0514@estudianteclvz.cr, (43, 49, 47, 46.7, 46.7)
Jorge, Rivera, Solano, True, 2022068369, jrivera8369@estudianteclvz.cr, (90, 63, 25, 54.5, 54.5)
Elena, Navarro, Ramírez, True, 2024020753, enavarro0753@estudianteclvz.cr, (69, 83, 54, 67.9, 67.9)
Laura, Vargas, Morales, False, 2025049920, lvargas9920@estudianteclvz.cr, (67, 12, 94, 58.5, 58.5)
Paula, Ramírez, Sánchez, False, 2024040230, prama�rez0230@estudianteclvz.cr, (87, 21, 44, 46.7, 46.7)
Valeria, Navarro, Vargas, True, 2021011458, vnavarro1458@estudianteclvz.cr, (61, 68, 94, 76.7, 76.7)
Elena, Morales, Flores, True, 2020034579, emorales4579@estudianteclvz.cr, (89, 25, 69, 58.6, 58.6)
Sofía, Martínez, Solano, True, 2020028911, smarta�nez8911@estudianteclvz.cr, (4, 12, 37, 20.0, 20.0)
Sofía, Rodríguez, Ramírez, True, 2021027115, srodra�guez7115@estudianteclvz.cr, (38, 14, 9, 18.0, 18.0)
Fernando, Solano, Pérez, True, 2024025965, fsolano5965@estudianteclvz.cr, (57, 12, 50, 38.5, 38.5)
Luis, Navarro, Díaz, False, 2020066965, lnavarro6965@estudianteclvz.cr, (59, 35, 54, 48.6, 48.6)
Laura, Torres, Morales, True, 2022062969, ltorres2969@estudianteclvz.cr, (19, 84, 32, 47.0, 47.0)
Sofía, Morales, Rodríguez, False, 2022025752, smorales5752@estudianteclvz.cr, (6, 27, 84, 44.5, 44.5)
Lucía, Solano, Castro, True, 2021051035, lsolano1035@estudianteclvz.cr, (15, 66, 73, 56.0, 56.0)
José, Torres, Martínez, False, 2025039913, jtorres9913@estudianteclvz.cr, (58, 82, 34, 56.8, 56.8)
Ana, Vargas, Pérez, False, 2025049469, avargas9469@estudianteclvz.cr, (78, 36, 12, 36.9, 36.9)
Laura, Sánchez, Flores, False, 2022012265, lsa�nchez2265@estudianteclvz.cr, (72, 40, 96, 70.4, 70.4)
Miguel, González, Chaves, False, 2025038433, mgonza�lez8433@estudianteclvz.cr, (57, 20, 25, 31.2, 31.2)
Paula, Flores, Mora, True, 2024037953, pflores7953@estudianteclvz.cr, (3, 80, 83, 62.0, 62.0)
Laura, Flores, Mora, True, 2020046830, lflores6830@estudianteclvz.cr, (100, 14, 16, 36.3, 36.3)
Gabriela, Sánchez, Díaz, True, 2023014722, gsa�nchez4722@estudianteclvz.cr, (73, 79, 59, 69.5, 69.5)
Pedro, Rivera, Martínez, False, 2020055749, privera5749@estudianteclvz.cr, (97, 4, 95, 63.6, 63.6)
Miguel, González, Mora, False, 2023031932, mgonza�lez1932@estudianteclvz.cr, (56, 81, 1, 42.7, 42.7)
María, Sánchez, Rojas, True, 2021058690, msa�nchez8690@estudianteclvz.cr, (20, 12, 97, 48.0, 48.0)
José, Mora, Rodríguez, True, 2020010122, jmora0122@estudianteclvz.cr, (85, 27, 73, 59.9, 59.9)
Sofía, Sánchez, Sánchez, True, 2020050889, ssa�nchez0889@estudianteclvz.cr, (99, 46, 13, 46.0, 46.0)
Manuel, Flores, Navarro, True, 2021053420, mflores3420@estudianteclvz.cr, (73, 91, 69, 77.7, 77.7)
Paula, Rojas, Castro, True, 2021043960, projas3960@estudianteclvz.cr, (4, 68, 47, 43.6, 43.6)
Valeria, Rivera, Rojas, True, 2025016343, vrivera6343@estudianteclvz.cr, (88, 85, 86, 86.2, 86.2)
Laura, Mora, Ramírez, False, 2025016989, lmora6989@estudianteclvz.cr, (1, 63, 90, 58.3, 58.3)
José, Ramírez, Acosta, True, 2023027240, jrama�rez7240@estudianteclvz.cr, (13, 32, 35, 28.4, 28.4)
Carlos, Solano, Rodríguez, True, 2025039954, csolano9954@estudianteclvz.cr, (22, 52, 73, 52.9, 52.9)
María, Martínez, Morales, False, 2022024583, mmarta�nez4583@estudianteclvz.cr, (9, 25, 42, 27.8, 27.8)
Ana, Sánchez, Martínez, True, 2022067757, asa�nchez7757@estudianteclvz.cr, (23, 79, 53, 54.6, 54.6)
Gabriela, Solano, Pérez, True, 2025042274, gsolano2274@estudianteclvz.cr, (13, 31, 46, 32.5, 32.5)
Carlos, Gómez, Torres, True, 2025028958, cga�mez8958@estudianteclvz.cr, (53, 36, 83, 59.1, 59.1)
María, Mora, Pérez, True, 2023065732, mmora5732@estudianteclvz.cr, (14, 16, 73, 38.3, 38.3)
Valeria, Flores, Rojas, True, 2022063621, vflores3621@estudianteclvz.cr, (91, 33, 26, 44.7, 44.7)
Lucía, González, Martínez, True, 2020041305, lgonza�lez1305@estudianteclvz.cr, (20, 61, 97, 65.2, 65.2)
Ana, Gómez, González, True, 2020049852, aga�mez9852@estudianteclvz.cr, (21, 92, 37, 52.2, 52.2)
Manuel, Vargas, Martínez, True, 2021013810, mvargas3810@estudianteclvz.cr, (11, 67, 98, 65.4, 65.4)
Gabriela, Morales, Sánchez, True, 2022041194, gmorales1194@estudianteclvz.cr, (10, 98, 19, 44.4, 44.4)
José, Navarro, Flores, False, 2023012669, jnavarro2669@estudianteclvz.cr, (29, 38, 92, 57.4, 57.4)
Manuel, Díaz, Morales, False, 2021029217, mda�az9217@estudianteclvz.cr, (67, 69, 77, 71.7, 71.7)
Paula, Rojas, Flores, False, 2025068599, projas8599@estudianteclvz.cr, (55, 57, 31, 46.1, 46.1)
Paula, Navarro, Navarro, False, 2020011832, pnavarro1832@estudianteclvz.cr, (16, 5, 36, 20.1, 20.1)
Elena, Solano, Torres, True, 2023068442, esolano8442@estudianteclvz.cr, (60, 62, 48, 55.9, 55.9)
Manuel, Navarro, Ramírez, True, 2025043186, mnavarro3186@estudianteclvz.cr, (78, 96, 72, 81.9, 81.9)
Lucía, Castro, Ramírez, True, 2024047491, lcastro7491@estudianteclvz.cr, (30, 55, 32, 39.5, 39.5)
Daniel, Sánchez, Rodríguez, True, 2023019975, dsa�nchez9975@estudianteclvz.cr, (82, 61, 5, 43.8, 43.8)
Paula, Navarro, Torres, True, 2022059210, pnavarro9210@estudianteclvz.cr, (15, 44, 88, 54.4, 54.4)
Carlos, Torres, Ramírez, True, 2022020247, ctorres0247@estudianteclvz.cr, (14, 93, 30, 48.0, 48.0)
Elena, Vargas, Morales, True, 2023016864, evargas6864@estudianteclvz.cr, (83, 52, 52, 59.8, 59.8)
Laura, Flores, González, True, 2020012925, lflores2925@estudianteclvz.cr, (62, 32, 10, 30.7, 30.7)
Andrés, Morales, Flores, False, 2024024835, amorales4835@estudianteclvz.cr, (34, 5, 54, 31.9, 31.9)
Ana, Mora, Sánchez, True, 2023022714, amora2714@estudianteclvz.cr, (42, 46, 87, 61.4, 61.4)
Luis, Rojas, Díaz, True, 2025028715, lrojas8715@estudianteclvz.cr, (91, 74, 5, 50.6, 50.6)
José, Navarro, Mora, True, 2023051254, jnavarro1254@estudianteclvz.cr, (88, 44, 78, 68.6, 68.6)
Camila, Ramírez, Navarro, False, 2021035191, crama�rez5191@estudianteclvz.cr, (68, 25, 1, 26.1, 26.1)
Lucía, Morales, Morales, True, 2022054656, lmorales4656@estudianteclvz.cr, (52, 54, 32, 44.7, 44.7)
Fernando, Ramírez, Acosta, False, 2025042334, frama�rez2334@estudianteclvz.cr, (69, 34, 21, 37.5, 37.5)
Manuel, Gómez, Vargas, False, 2020048952, mga�mez8952@estudianteclvz.cr, (57, 44, 1, 30.0, 30.0)
Ana, Acosta, Rodríguez, False, 2025054136, aacosta4136@estudianteclvz.cr, (58, 35, 44, 44.4, 44.4)
Carlos, Rojas, Rojas, True, 2020019606, crojas9606@estudianteclvz.cr, (99, 93, 36, 71.7, 71.7)
José, Solano, Rivera, False, 2021016151, jsolano6151@estudianteclvz.cr, (92, 51, 55, 62.8, 62.8)
Luis, Martínez, Vargas, False, 2023041880, lmarta�nez1880@estudianteclvz.cr, (83, 8, 47, 42.4, 42.4)
Lucía, Rojas, Ramírez, True, 2022042840, lrojas2840@estudianteclvz.cr, (19, 68, 74, 58.1, 58.1)
Sofía, Díaz, Flores, True, 2025056560, sda�az6560@estudianteclvz.cr, (49, 37, 46, 43.6, 43.6)
Jorge, Vargas, Mora, False, 2024053911, jvargas3911@estudianteclvz.cr, (4, 100, 11, 40.4, 40.4)
José, Acosta, Martínez, False, 2020046299, jacosta6299@estudianteclvz.cr, (26, 76, 29, 44.7, 44.7)
Paula, Flores, Martínez, True, 2025023279, pflores3279@estudianteclvz.cr, (57, 41, 62, 53.4, 53.4)
Miguel, Gómez, Solano, True, 2023049268, mga�mez9268@estudianteclvz.cr, (2, 21, 97, 46.7, 46.7)
Camila, Acosta, Castro, False, 2023052988, cacosta2988@estudianteclvz.cr, (79, 96, 14, 58.9, 58.9)
Fernando, Chaves, González, False, 2024047830, fchaves7830@estudianteclvz.cr, (97, 2, 28, 36.1, 36.1)
Valeria, Acosta, Díaz, False, 2025030069, vacosta0069@estudianteclvz.cr, (95, 13, 40, 44.3, 44.3)
Paula, Castro, Chaves, False, 2023026352, pcastro6352@estudianteclvz.cr, (55, 69, 38, 53.1, 53.1)
Manuel, Chaves, Mora, False, 2022025505, mchaves5505@estudianteclvz.cr, (40, 99, 7, 47.4, 47.4)
Pedro, González, Gómez, True, 2022018300, pgonza�lez8300@estudianteclvz.cr, (94, 7, 6, 28.4, 28.4)
Jorge, Sánchez, Gómez, True, 2020011676, jsa�nchez1676@estudianteclvz.cr, (21, 40, 98, 58.5, 58.5)
José, Vargas, Solano, True, 2023059601, jvargas9601@estudianteclvz.cr, (43, 24, 20, 27.1, 27.1)
Manuel, Rojas, Mora, False, 2024043275, mrojas3275@estudianteclvz.cr, (3, 19, 9, 11.0, 11.0)
Gabriela, Rodríguez, Mora, True, 2022049977, grodra�guez9977@estudianteclvz.cr, (77, 97, 48, 72.4, 72.4)
